trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
685,False,"{'a': 0.35620121220091305, 'e': 0.25375860714679976}",20,12,12.642760438508986,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
686,False,"{'a': 0.3558448327097825, 'e': 0.25325108993250617}",30,23,-0.5682652928982275,"{0: 6, 1: 0, 2: 1, 3: 0, 4: 0}",1
687,False,"{'a': 0.3554888097765112, 'e': 0.25274458775264114}",25,20,8.439563579511631,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
688,False,"{'a': 0.3551331430443629, 'e': 0.25223909857713583}",25,19,-0.28412687743874976,"{0: 5, 1: 0, 2: 1, 3: 0, 4: 0}",1
689,False,"{'a': 0.3547778321569582, 'e': 0.25173462037998157}",20,11,6.65404305355635,"{0: 8, 1: 0, 2: 1, 3: 0, 4: 0}",1
690,False,"{'a': 0.35442287675827416, 'e': 0.2512311511392216}",20,7,0.7198600549677532,"{0: 11, 1: 0, 2: 2, 3: 0, 4: 0}",1
691,False,"{'a': 0.3540682764926443, 'e': 0.25072868883694316}",25,2,-21.455653998616356,"{0: 20, 1: 1, 2: 1, 3: 0, 4: 1}",1
692,False,"{'a': 0.3537140310047576, 'e': 0.2502272314592693}",30,14,-36.28260245522439,"{0: 13, 1: 0, 2: 2, 3: 0, 4: 1}",1
693,False,"{'a': 0.353360139939659, 'e': 0.24972677699635074}",25,11,-14.819538221597238,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 1}",1
694,False,"{'a': 0.3530066029427481, 'e': 0.24922732344235804}",25,0,39.32696917336591,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
695,False,"{'a': 0.35265341965977964, 'e': 0.24872886879547332}",20,10,-6.504335875592774,"{0: 8, 1: 0, 2: 2, 3: 0, 4: 0}",1
696,False,"{'a': 0.3523005897368626, 'e': 0.24823141105788238}",20,0,-12.176507921171979,"{0: 15, 1: 3, 2: 2, 3: 0, 4: 0}",0
697,False,"{'a': 0.35194811282046007, 'e': 0.2477349482357666}",20,13,11.923488460051221,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
698,False,"{'a': 0.3515959885573889, 'e': 0.24723947833929508}",30,7,-14.515693932039094,"{0: 18, 1: 3, 2: 1, 3: 1, 4: 0}",1
699,False,"{'a': 0.3512442165948192, 'e': 0.2467449993826165}",20,0,-29.153255828007715,"{0: 15, 1: 2, 2: 2, 3: 1, 4: 0}",0
700,False,"{'a': 0.3508927965802741, 'e': 0.24625150938385126}",20,8,-21.054429845501602,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 1}",1
701,False,"{'a': 0.35054172816162954, 'e': 0.24575900636508355}",20,7,2.7939264098599406,"{0: 11, 1: 1, 2: 1, 3: 0, 4: 0}",1
702,False,"{'a': 0.3501910109871136, 'e': 0.24526748835235337}",25,0,25.98492104842723,"{0: 24, 1: 0, 2: 1, 3: 0, 4: 0}",0
703,False,"{'a': 0.3498406447053063, 'e': 0.24477695337564867}",25,16,17.63880364417184,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
704,False,"{'a': 0.3494906289651393, 'e': 0.24428739946889738}",20,0,22.713269593762426,"{0: 19, 1: 1, 2: 0, 3: 0, 4: 0}",0
705,False,"{'a': 0.3491409634158957, 'e': 0.24379882466995959}",25,1,-18.7067610021445,"{0: 22, 1: 0, 2: 1, 3: 0, 4: 1}",1
706,False,"{'a': 0.34879164770720905, 'e': 0.24331122702061966}",20,14,11.115963432270568,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
707,False,"{'a': 0.3484426814890639, 'e': 0.24282460456657842}",30,11,21.809923561966013,"{0: 18, 1: 1, 2: 0, 3: 0, 4: 0}",1
708,False,"{'a': 0.34809406441179463, 'e': 0.24233895535744526}",20,4,5.8677469927661505,"{0: 14, 1: 0, 2: 2, 3: 0, 4: 0}",1
709,False,"{'a': 0.34774579612608575, 'e': 0.24185427744673038}",30,3,17.79518147097725,"{0: 24, 1: 2, 2: 1, 3: 0, 4: 0}",1
710,False,"{'a': 0.34739787628297103, 'e': 0.24137056889183692}",20,3,-28.8600828841421,"{0: 14, 1: 1, 2: 1, 3: 0, 4: 1}",1
711,False,"{'a': 0.34705030453383356, 'e': 0.24088782775405324}",25,0,26.758222178935025,"{0: 24, 1: 0, 2: 1, 3: 0, 4: 0}",0
712,False,"{'a': 0.3467030805304051, 'e': 0.24040605209854513}",25,17,4.92653619100315,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 0}",1
713,False,"{'a': 0.3463562039247659, 'e': 0.23992523999434803}",30,12,34.210480811242164,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
714,False,"{'a': 0.34600967436934427, 'e': 0.23944538951435934}",30,8,-3.47615565006093,"{0: 19, 1: 1, 2: 1, 3: 1, 4: 0}",1
715,False,"{'a': 0.3456634915169164, 'e': 0.23896649873533063}",30,22,5.426665803667672,"{0: 7, 1: 1, 2: 0, 3: 0, 4: 0}",1
716,False,"{'a': 0.34531765502060563, 'e': 0.23848856573785998}",25,8,-22.88359239908326,"{0: 15, 1: 0, 2: 1, 3: 0, 4: 1}",1
717,False,"{'a': 0.3449721645338826, 'e': 0.23801158860638427}",25,16,3.544430674907158,"{0: 8, 1: 0, 2: 1, 3: 0, 4: 0}",1
718,False,"{'a': 0.3446270197105644, 'e': 0.2375355654291715}",35,21,-15.31285741813885,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 1}",1
719,False,"{'a': 0.3442822202048148, 'e': 0.23706049429831316}",20,0,-2.109558888829362,"{0: 18, 1: 0, 2: 1, 3: 1, 4: 0}",1
720,False,"{'a': 0.3439377656711433, 'e': 0.23658637330971655}",20,10,12.041403814216475,"{0: 9, 1: 1, 2: 0, 3: 0, 4: 0}",1
721,False,"{'a': 0.34359365576440515, 'e': 0.23611320056309712}",20,13,-33.35269571074179,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 1}",1
722,False,"{'a': 0.343249890139801, 'e': 0.2356409741619709}",30,18,11.559134111668719,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
723,False,"{'a': 0.34290646845287637, 'e': 0.23516969221364697}",20,8,8.7907805607356,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
724,False,"{'a': 0.34256339035952144, 'e': 0.2346993528292197}",30,11,14.641507486843455,"{0: 17, 1: 0, 2: 2, 3: 0, 4: 0}",1
725,False,"{'a': 0.34222065551597064, 'e': 0.23422995412356126}",20,0,20.006393850976647,"{0: 18, 1: 1, 2: 1, 3: 0, 4: 0}",0
726,False,"{'a': 0.34187826357880235, 'e': 0.23376149421531414}",25,8,18.738115712368703,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 0}",1
727,False,"{'a': 0.3415362142049387, 'e': 0.2332939712268835}",25,14,22.659314719498596,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
728,False,"{'a': 0.3411945070516448, 'e': 0.23282738328442973}",20,0,-34.483865099553306,"{0: 17, 1: 0, 2: 2, 3: 0, 4: 1}",0
729,False,"{'a': 0.34085314177652876, 'e': 0.23236172851786085}",25,3,9.67895660141817,"{0: 20, 1: 0, 2: 2, 3: 0, 4: 0}",1
730,False,"{'a': 0.34051211803754144, 'e': 0.23189700506082514}",20,6,1.1610621712534197,"{0: 12, 1: 0, 2: 2, 3: 0, 4: 0}",1
731,False,"{'a': 0.34017143549297574, 'e': 0.2314332110507035}",20,6,13.566103286156828,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
732,False,"{'a': 0.33983109380146637, 'e': 0.23097034462860208}",20,0,7.342144061174853,"{0: 19, 1: 0, 2: 0, 3: 1, 4: 0}",0
733,False,"{'a': 0.3394910926219898, 'e': 0.23050840393934488}",20,0,25.065662617317784,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
734,False,"{'a': 0.33915143161386346, 'e': 0.2300473871314662}",20,9,19.126523038688294,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
735,False,"{'a': 0.3388121104367458, 'e': 0.22958729235720327}",20,14,-0.9522168790559729,"{0: 5, 1: 0, 2: 1, 3: 0, 4: 0}",1
736,False,"{'a': 0.33847312875063573, 'e': 0.22912811777248887}",25,16,17.68930152075435,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
737,False,"{'a': 0.33813448621587233, 'e': 0.22866986153694388}",20,10,11.033899317592157,"{0: 9, 1: 1, 2: 0, 3: 0, 4: 0}",1
738,False,"{'a': 0.3377961824931345, 'e': 0.22821252181387}",30,12,22.8420849286529,"{0: 17, 1: 0, 2: 1, 3: 0, 4: 0}",1
739,False,"{'a': 0.33745821724344055, 'e': 0.22775609677024225}",30,16,13.068890964018891,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
740,False,"{'a': 0.3371205901281482, 'e': 0.22730058457670177}",20,16,7.954175004991079,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
741,False,"{'a': 0.3367833008089537, 'e': 0.22684598340754836}",20,0,12.394737009203318,"{0: 18, 1: 1, 2: 1, 3: 0, 4: 0}",0
742,False,"{'a': 0.3364463489478919, 'e': 0.22639229144073325}",20,12,3.844643986612535,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 0}",1
743,False,"{'a': 0.33610973420733575, 'e': 0.22593950685785177}",25,15,-19.72637539907985,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 1}",1
744,False,"{'a': 0.3357734562499961, 'e': 0.22548762784413606}",25,17,13.687101081645922,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
745,False,"{'a': 0.3354375147389211, 'e': 0.2250366525884478}",20,13,2.5254386140656515,"{0: 6, 1: 0, 2: 1, 3: 0, 4: 0}",1
746,False,"{'a': 0.33510190933749606, 'e': 0.2245865792832709}",30,11,3.3347793846992086,"{0: 16, 1: 1, 2: 2, 3: 0, 4: 0}",1
747,False,"{'a': 0.3347666397094432, 'e': 0.22413740612470434}",25,0,37.94214529542534,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
748,False,"{'a': 0.33443170551882107, 'e': 0.22368913131245494}",20,6,-24.691532368836846,"{0: 12, 1: 1, 2: 0, 3: 0, 4: 1}",1
749,False,"{'a': 0.3340971064300243, 'e': 0.22324175304983002}",35,4,0.32933382930100574,"{0: 27, 1: 0, 2: 3, 3: 1, 4: 0}",1
750,False,"{'a': 0.33376284210778345, 'e': 0.22279526954373036}",20,6,2.1700884344571922,"{0: 12, 1: 0, 2: 2, 3: 0, 4: 0}",1
751,False,"{'a': 0.3334289122171643, 'e': 0.2223496790046429}",20,11,4.027014857808091,"{0: 8, 1: 0, 2: 1, 3: 0, 4: 0}",1
752,False,"{'a': 0.3330953164235679, 'e': 0.2219049796466336}",20,0,20.252188738608663,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
753,False,"{'a': 0.33276205439272993, 'e': 0.22146116968734034}",25,17,15.83170598901991,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
754,False,"{'a': 0.33242912579072076, 'e': 0.22101824734796566}",25,15,18.39721332974484,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
755,False,"{'a': 0.3320965302839445, 'e': 0.22057621085326973}",30,20,-28.24138324309674,"{0: 8, 1: 1, 2: 0, 3: 0, 4: 1}",1
756,False,"{'a': 0.3317642675391393, 'e': 0.2201350584315632}",25,15,11.068146182583968,"{0: 9, 1: 1, 2: 0, 3: 0, 4: 0}",1
757,False,"{'a': 0.3314323372233766, 'e': 0.21969478831470007}",25,20,10.145160307325657,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
758,False,"{'a': 0.331100739004061, 'e': 0.21925539873807068}",30,8,0.7169317443253229,"{0: 19, 1: 0, 2: 3, 3: 0, 4: 0}",1
759,False,"{'a': 0.33076947254892985, 'e': 0.21881688794059453}",20,12,2.1723643025194495,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 0}",1
760,False,"{'a': 0.3304385375260529, 'e': 0.21837925416471335}",25,14,12.450513472160068,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
761,False,"{'a': 0.330107933603832, 'e': 0.21794249565638393}",25,7,15.748179209737916,"{0: 17, 1: 0, 2: 1, 3: 0, 4: 0}",1
762,False,"{'a': 0.3297776604510008, 'e': 0.21750661066507115}",20,11,7.106205926967533,"{0: 8, 1: 1, 2: 0, 3: 0, 4: 0}",1
763,False,"{'a': 0.32944771773662435, 'e': 0.21707159744374102}",20,13,-50.712651206367056,"{0: 5, 1: 0, 2: 0, 3: 1, 4: 1}",1
764,False,"{'a': 0.3291181051300988, 'e': 0.21663745424885353}",30,21,18.76488433741502,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
765,False,"{'a': 0.3287888223011511, 'e': 0.21620417934035582}",20,9,11.17783060756208,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
766,False,"{'a': 0.3284598689198386, 'e': 0.2157717709816751}",20,16,8.51750947680646,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
767,False,"{'a': 0.3281312446565488, 'e': 0.21534022743971176}",25,13,10.393847102295979,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
768,False,"{'a': 0.3278029491819989, 'e': 0.21490954698483233}",20,15,11.429318870517678,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
769,False,"{'a': 0.3274749821672357, 'e': 0.21447972789086267}",25,2,10.01540651508586,"{0: 20, 1: 1, 2: 2, 3: 0, 4: 0}",1
770,False,"{'a': 0.32714734328363493, 'e': 0.21405076843508095}",25,17,2.560822771531491,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 0}",1
771,False,"{'a': 0.32682003220290123, 'e': 0.21362266689821077}",20,11,-24.393476975640404,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 1}",1
772,False,"{'a': 0.3264930485970676, 'e': 0.21319542156441434}",20,8,-59.45595245853728,"{0: 8, 1: 1, 2: 1, 3: 1, 4: 1}",1
773,False,"{'a': 0.3261663921384954, 'e': 0.21276903072128553}",25,11,16.90178037939162,"{0: 13, 1: 1, 2: 0, 3: 0, 4: 0}",1
774,False,"{'a': 0.3258400624998735, 'e': 0.21234349265984295}",20,10,10.367446071414474,"{0: 9, 1: 1, 2: 0, 3: 0, 4: 0}",1
775,False,"{'a': 0.3255140593542184, 'e': 0.21191880567452326}",20,14,-10.670617777319855,"{0: 5, 1: 0, 2: 0, 3: 1, 4: 0}",1
776,False,"{'a': 0.32518838237487374, 'e': 0.21149496806317422}",25,16,18.457601994745325,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
777,False,"{'a': 0.32486303123550997, 'e': 0.21107197812704787}",25,13,15.216890512324525,"{0: 11, 1: 1, 2: 0, 3: 0, 4: 0}",1
778,False,"{'a': 0.324538005610124, 'e': 0.21064983417079378}",25,10,26.68439669375855,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
779,False,"{'a': 0.324213305173039, 'e': 0.21022853450245219}",20,10,7.298901288032557,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
780,False,"{'a': 0.32388892959890375, 'e': 0.2098080774334473}",30,16,12.81736260194084,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
781,False,"{'a': 0.3235648785626929, 'e': 0.20938846127858038}",20,9,18.041118287409933,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
782,False,"{'a': 0.32324115173970597, 'e': 0.20896968435602323}",25,18,12.045051278381703,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
783,False,"{'a': 0.3229177488055675, 'e': 0.2085517449873112}",20,16,7.663895064357551,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
784,False,"{'a': 0.32259466943622656, 'e': 0.20813464149733657}",20,12,-4.4274712264452205,"{0: 6, 1: 1, 2: 1, 3: 0, 4: 0}",1
785,False,"{'a': 0.32227191330795635, 'e': 0.2077183722143419}",25,8,17.287352342251925,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 0}",1
786,False,"{'a': 0.3219494800973541, 'e': 0.2073029354699132}",20,11,14.948149363997416,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
787,False,"{'a': 0.32162736948134046, 'e': 0.20688832959897338}",25,13,7.793496926448739,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
788,False,"{'a': 0.3213055811371594, 'e': 0.20647455293977543}",20,5,26.348594807613214,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
789,False,"{'a': 0.32098411474237776, 'e': 0.20606160383389588}",20,9,22.025132421838293,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
790,False,"{'a': 0.3206629699748851, 'e': 0.2056494806262281}",25,2,11.704973275664988,"{0: 21, 1: 0, 2: 2, 3: 0, 4: 0}",1
791,False,"{'a': 0.32034214651289306, 'e': 0.20523818166497565}",25,14,20.02487490733323,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
792,False,"{'a': 0.3200216440349353, 'e': 0.2048277053016457}",25,11,25.279630041771757,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
793,False,"{'a': 0.3197014622198673, 'e': 0.20441804989104242}",25,0,9.833494958201596,"{0: 22, 1: 0, 2: 3, 3: 0, 4: 0}",0
794,False,"{'a': 0.31938160074686545, 'e': 0.20400921379126033}",25,16,-46.70050911624052,"{0: 6, 1: 0, 2: 2, 3: 0, 4: 1}",1
795,False,"{'a': 0.3190620592954275, 'e': 0.20360119536367782}",30,8,26.90755247628517,"{0: 21, 1: 0, 2: 1, 3: 0, 4: 0}",1
796,False,"{'a': 0.31874283754537175, 'e': 0.20319399297295046}",20,6,9.813491010458716,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
797,False,"{'a': 0.3184239351768367, 'e': 0.20278760498700457}",30,18,21.980716328151765,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
798,False,"{'a': 0.318105351870281, 'e': 0.20238202977703057}",25,18,14.238235099810232,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
799,False,"{'a': 0.31778708730648303, 'e': 0.2019772657174765}",35,12,-13.881936949048187,"{0: 21, 1: 1, 2: 0, 3: 0, 4: 1}",1
800,False,"{'a': 0.3174691411665404, 'e': 0.20157331118604155}",20,8,-0.07091867683789421,"{0: 10, 1: 0, 2: 2, 3: 0, 4: 0}",1
801,False,"{'a': 0.31715151313187, 'e': 0.20117016456366946}",35,20,15.770339371687747,"{0: 14, 1: 1, 2: 0, 3: 0, 4: 0}",1
802,False,"{'a': 0.3168342028842073, 'e': 0.20076782423454212}",25,5,24.007836328595126,"{0: 19, 1: 1, 2: 0, 3: 0, 4: 0}",1
803,False,"{'a': 0.3165172101056063, 'e': 0.20036628858607303}",25,13,22.850577973222347,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
804,False,"{'a': 0.31620053447843893, 'e': 0.19996555600890087}",25,15,3.5810362642598785,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
805,False,"{'a': 0.31588417568539506, 'e': 0.19956562489688306}",30,24,12.321678448374875,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
806,False,"{'a': 0.31556813340948203, 'e': 0.1991664936470893}",30,16,-55.414471413198534,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 2}",1
807,False,"{'a': 0.31525240733402426, 'e': 0.1987681606597951}",20,5,24.29945566158043,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
808,False,"{'a': 0.31493699714266304, 'e': 0.19837062433847552}",25,20,9.58659193756972,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
809,False,"{'a': 0.31462190251935623, 'e': 0.19797388308979857}",20,11,8.601279117803864,"{0: 8, 1: 1, 2: 0, 3: 0, 4: 0}",1
810,False,"{'a': 0.3143071231483777, 'e': 0.19757793532361898}",30,0,-1.2280357238714843,"{0: 27, 1: 0, 2: 2, 3: 1, 4: 0}",0
811,False,"{'a': 0.31399265871431753, 'e': 0.19718277945297175}",20,11,11.527441961985723,"{0: 8, 1: 1, 2: 0, 3: 0, 4: 0}",1
812,False,"{'a': 0.313678508902081, 'e': 0.1967884138940658}",20,5,14.364204744957021,"{0: 14, 1: 0, 2: 1, 3: 0, 4: 0}",1
813,False,"{'a': 0.3133646733968889, 'e': 0.19639483706627767}",20,9,17.103458551358816,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
814,False,"{'a': 0.31305115188427685, 'e': 0.1960020473921451}",20,12,12.430681688105858,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
815,False,"{'a': 0.3127379440500951, 'e': 0.1956100432973608}",20,5,5.4146117444600215,"{0: 14, 1: 0, 2: 1, 3: 0, 4: 0}",1
816,False,"{'a': 0.31242504958050826, 'e': 0.19521882321076608}",25,13,-37.38585052002225,"{0: 9, 1: 1, 2: 1, 3: 0, 4: 1}",1
817,False,"{'a': 0.3121124681619949, 'e': 0.19482838556434456}",20,14,-1.481526293362395,"{0: 5, 1: 0, 2: 1, 3: 0, 4: 0}",1
818,False,"{'a': 0.31180019948134724, 'e': 0.1944387287932159}",20,12,15.34441604663038,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
819,False,"{'a': 0.3114882432256709, 'e': 0.19404985133562946}",20,8,9.862670953949163,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
820,False,"{'a': 0.3111765990823846, 'e': 0.1936617516329582}",30,21,16.419649235403604,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
821,False,"{'a': 0.3108652667392196, 'e': 0.19327442812969228}",30,22,15.293186355188372,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
822,False,"{'a': 0.3105542458842198, 'e': 0.1928878792734329}",25,1,1.7973293468157145,"{0: 21, 1: 2, 2: 0, 3: 1, 4: 0}",1
823,False,"{'a': 0.31024353620574113, 'e': 0.19250210351488603}",25,18,15.191796689490694,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
824,False,"{'a': 0.3099331373924514, 'e': 0.19211709930785625}",20,0,-34.82504170372922,"{0: 17, 1: 0, 2: 2, 3: 0, 4: 1}",0
825,False,"{'a': 0.30962304913332966, 'e': 0.19173286510924054}",20,2,28.969488480216793,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
826,False,"{'a': 0.30931327111766643, 'e': 0.19134939937902207}",20,8,8.662713281554577,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
827,False,"{'a': 0.309003803035063, 'e': 0.19096670058026402}",20,12,-3.3527314428401755,"{0: 6, 1: 1, 2: 1, 3: 0, 4: 0}",1
828,False,"{'a': 0.3086946445754311, 'e': 0.1905847671791035}",20,9,15.72047189930365,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
829,False,"{'a': 0.30838579542899286, 'e': 0.1902035976447453}",25,8,-80.00000394776433,"{0: 13, 1: 0, 2: 2, 3: 0, 4: 2}",1
830,False,"{'a': 0.30807725528628027, 'e': 0.1898231904494558}",25,16,13.926258831272198,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
831,False,"{'a': 0.3077690238381349, 'e': 0.1894435440685569}",25,11,-31.470148643798858,"{0: 12, 1: 0, 2: 1, 3: 0, 4: 1}",1
832,False,"{'a': 0.3074611007757077, 'e': 0.1890646569804198}",20,14,-0.6873537666378335,"{0: 5, 1: 0, 2: 1, 3: 0, 4: 0}",1
833,False,"{'a': 0.30715348579045865, 'e': 0.18868652766645896}",25,13,21.819655213146167,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
834,False,"{'a': 0.3068461785741563, 'e': 0.18830915461112605}",25,13,-17.910762837270156,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 1}",1
835,False,"{'a': 0.3065391788188777, 'e': 0.1879325363019038}",20,14,9.453254541250788,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
836,False,"{'a': 0.306232486217008, 'e': 0.18755667122929998}",25,10,24.521463030664467,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
837,False,"{'a': 0.30592610046123997, 'e': 0.18718155788684138}",20,9,5.878150527014,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
838,False,"{'a': 0.305620021244574, 'e': 0.1868071947710677}",20,7,11.429111998607596,"{0: 12, 1: 0, 2: 1, 3: 0, 4: 0}",1
839,False,"{'a': 0.3053142482603175, 'e': 0.18643358038152555}",25,13,24.582989915912734,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
840,False,"{'a': 0.3050087812020848, 'e': 0.1860607132207625}",20,13,13.490326533293466,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
841,False,"{'a': 0.30470361976379684, 'e': 0.18568859179432098}",20,4,4.2511678021959,"{0: 14, 1: 0, 2: 2, 3: 0, 4: 0}",1
842,False,"{'a': 0.30439876363968066, 'e': 0.18531721461073233}",25,8,18.689154540377935,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 0}",1
843,False,"{'a': 0.30409421252426927, 'e': 0.18494658018151086}",30,13,20.80336047256338,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 0}",1
844,False,"{'a': 0.3037899661124013, 'e': 0.18457668702114785}",20,16,5.916959769783972,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
845,False,"{'a': 0.3034860240992207, 'e': 0.18420753364710554}",20,0,20.66208456250755,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
846,False,"{'a': 0.30318238618017646, 'e': 0.18383911857981133}",20,11,-5.976056032008042,"{0: 7, 1: 0, 2: 2, 3: 0, 4: 0}",1
847,False,"{'a': 0.3028790520510223, 'e': 0.1834714403426517}",25,1,-43.624262610849925,"{0: 20, 1: 0, 2: 1, 3: 3, 4: 0}",1
848,False,"{'a': 0.3025760214078161, 'e': 0.1831044974619664}",30,10,-21.401541201557716,"{0: 18, 1: 0, 2: 1, 3: 0, 4: 1}",1
849,False,"{'a': 0.3022732939469202, 'e': 0.18273828846704246}",20,0,20.05809610266609,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
850,False,"{'a': 0.3019708693650005, 'e': 0.18237281189010837}",30,12,17.490723635953906,"{0: 17, 1: 0, 2: 1, 3: 0, 4: 0}",1
851,False,"{'a': 0.3016687473590264, 'e': 0.18200806626632815}",25,12,21.955244985329642,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
852,False,"{'a': 0.3013669276262705, 'e': 0.1816440501337955}",20,9,-27.93428642752202,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 1}",1
853,False,"{'a': 0.3010654098643083, 'e': 0.18128076203352791}",25,6,18.862913683746584,"{0: 18, 1: 0, 2: 1, 3: 0, 4: 0}",1
854,False,"{'a': 0.30076419377101793, 'e': 0.18091820050946086}",20,15,10.042773426875499,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
855,False,"{'a': 0.3004632790445797, 'e': 0.18055636410844195}",20,12,-4.163396579948687,"{0: 6, 1: 1, 2: 1, 3: 0, 4: 0}",1
856,False,"{'a': 0.3001626653834759, 'e': 0.18019525138022507}",30,16,-4.802215508894657,"{0: 11, 1: 1, 2: 2, 3: 0, 4: 0}",1
857,False,"{'a': 0.29986235248649057, 'e': 0.17983486087746461}",25,14,7.501403448235991,"{0: 9, 1: 2, 2: 0, 3: 0, 4: 0}",1
